family_group|ssn_hash|vendor_member_key|given_name|surname|birth_dt|street|town|province|postal|relation|med_plan|tier|active_flag|audit_source_system|audit_load_ts
FAM1163|SSN53EF6A2DC226|VB-E1163|Itai|Gold|19780723|29 Dizengoff|Jerusalem|JM|9100002|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1163|SSNDE0F43F79059|VB-S1163|Yael|Gold|20030926|29 Dizengoff|Jerusalem|JM|9100002|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1163|SSN8371D757DA90|VB-D1163-01|Hila|Gold|20110422|29 Dizengoff|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1163|SSN99859840587B|VB-D1163-02|Gadi|Gold|20090915|29 Dizengoff|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1164|SSNDB23D2AD8093|VB-E1164|Nadav|Haddad|19580917|91 Allenby|Petah Tikva|PT|4950007|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1164|SSN26E1A949A215|VB-S1164|Ron|Haddad|19640311|91 Allenby|Petah Tikva|PT|4950007|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1164|SSN206ACA855157|VB-D1164-01|David|Haddad|20160804|91 Allenby|Petah Tikva|PT|4950007|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1165|SSND55B77C28226|VB-E1165|Matan|Nissan|19830115|27 Arlozorov|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1165|SSN7948490CD568|VB-S1165|Nina|Nissan|19841002|27 Arlozorov|Netanya|NT|4230008|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1165|SSN7786FB3CD81D|VB-D1165-01|Ron|Nissan|20151126|27 Arlozorov|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1165|SSN75C4AA0E86A0|VB-D1165-02|Rina|Nissan|20080709|27 Arlozorov|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1166|SSNB8F07DD9A6A3|VB-E1166|Noa|Biton|19771203|96 Ben Yehuda|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1167|SSN601A84E689CC|VB-E1167|Gadi|Hazan|20011114|53 Dizengoff|Haifa|HA|3320004|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1167|SSN8E0D3E0D128E|VB-S1167|Matan|Hazan|19790828|53 Dizengoff|Haifa|HA|3320004|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1168|SSN68E3ACFBDDA0|VB-E1168|Hila|Weiss|19631128|49 Jaffa Rd|Rishon LeZion|RL|7530006|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1168|SSND03CF985696B|VB-S1168|Zoe|Weiss|19890717|49 Jaffa Rd|Rishon LeZion|RL|7530006|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1168|SSNA08A0ADD7FA9|VB-D1168-01|Sam|Weiss|20110125|49 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1169|SSN85D2F5AE3914|VB-E1169|Ron|Biton|19890727|39 Rothschild|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1169|SSN7AFD5C92D797|VB-S1169|Itai|Biton|19770309|39 Rothschild|Tel Aviv|TA|6100001|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1169|SSN1C6AB702024E|VB-D1169-01|Omar|Biton|20090126|39 Rothschild|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1169|SSN2609B4FEBCF1|VB-D1169-02|Hila|Biton|20141025|39 Rothschild|Tel Aviv|TA|6100001|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1169|SSN16D689968CC7|VB-D1169-03|Lior|Biton|20080407|39 Rothschild|Tel Aviv|TA|6100001|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1170|SSN67BED2F1E73E|VB-S1170|Yasmin|Levi|19890425|13 Arlozorov|Tel Aviv|TA|6100001|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1170|SSNED5D4C7CEA1F|VB-D1170-01|David|Levi|20080317|13 Arlozorov|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1171|SSNB8979A4B6EE8|VB-E1171|Shira|Katz|19700505|30 Arlozorov|Haifa|HA|3320004|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1171|SSNFCEDF90840FD|VB-D1171-01|Tal|Katz|20110710|30 Arlozorov|Haifa|HA|3320004|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1171|SSNEB6922AF6611|VB-D1171-02|Adam|Katz|20080919|30 Arlozorov|Haifa|HA|3320004|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1172|SSN1DBCB4798A7A|VB-D1172-01|Eli|Adler|20140705|23 King George|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1172|SSNA564DD1018E0|VB-D1172-02|Rina|Adler|20140325|23 King George|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1173|SSN9BD22CA223A6|VB-S1173|Nina|Shapiro|19900905|61 Ben Yehuda|Petah Tikva|PT|4950007|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1174|SSN8CD299FED2DF|VB-E1174|Idan|Green|19830603|32 HaNassi|Rishon LeZion|RL|7530006|employee|ULTRA|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1174|SSNDCC40B4BCAB0|VB-S1174|Sarah|Green|19670109|32 HaNassi|Rishon LeZion|RL|7530006|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1175|SSN77055FD90A8F|VB-S1175|Omar|Green|19850428|87 Arlozorov|Rishon LeZion|RL|7530006|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1176|SSN54281B262CC1|VB-E1176|Omar|Haddad|20020808|39 Herzl St|Haifa|HA|3320004|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1176|SSN7628EA58E994|VB-S1176|Tomer|Haddad|19680708|39 Herzl St|Haifa|HA|3320004|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1177|SSN93057F7B2DD9|VB-E1177|Ron|Hazan|19770509|42 HaNassi|Petah Tikva|PT|4950007|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1177|SSN26B2604BB68D|VB-S1177|Matan|Hazan|19860804|42 HaNassi|Petah Tikva|PT|4950007|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1178|SSNB53FAA1925CA|VB-E1178|David|Kaplan|20020301|41 King George|Haifa|HA|3320004|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1178|SSN3CEB56637921|VB-S1178|Lior|Kaplan|19921024|41 King George|Haifa|HA|3320004|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1178|SSN28C6845953BE|VB-D1178-01|Nina|Kaplan|20120307|41 King George|Haifa|HA|3320004|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1179|SSN1352A4F69229|VB-E1179|Yasmin|Golan|19901122|30 King George|Haifa|HA|3320004|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1179|SSN2ABB612A7161|VB-S1179|Gadi|Golan|20070824|30 King George|Haifa|HA|3320004|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1180|SSN231DB9AAEDD7|VB-E1180|Iris|Adler|19650324|95 Rothschild|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1180|SSN93534D8A41D9|VB-S1180|Zoe|Adler|19891102|95 Rothschild|Netanya|NT|4230008|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1180|SSN30D3CC201458|VB-D1180-01|Tal|Adler|20080227|95 Rothschild|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1181|SSN4D442FBC5CC4|VB-E1181|Sarah|Hazan|19690223|7 Herzl St|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1181|SSNF200B74BF44E|VB-S1181|Omar|Hazan|19870812|7 Herzl St|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1182|SSN01E8AF486E34|VB-E1182|Hila|Golan|19560118|80 Arlozorov|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1182|SSN51A04C0C1905|VB-S1182|Ava|Golan|19560924|80 Arlozorov|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1182|SSNB9F8ECA1082A|VB-D1182-01|Adam|Golan|20160501|80 Arlozorov|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1182|SSN613CABD47FEC|VB-D1182-02|Tal|Golan|20140304|80 Arlozorov|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1182|SSN726C1D440236|VB-D1182-03|Lior|Golan|20090905|80 Arlozorov|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1183|SSNF8E20606A38A|VB-E1183|Sarah|Adler|19720703|25 Arlozorov|Jerusalem|JM|9100002|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1183|SSN99238E1B79E4|VB-S1183|Leah|Adler|19841008|25 Arlozorov|Jerusalem|JM|9100002|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1183|SSN2DF61A74CF08|VB-D1183-01|Tomer|Adler|20110522|25 Arlozorov|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1184|SSNDAC45B555036|VB-E1184|Leah|Azulai|19900802|84 Herzl St|Tel Aviv|TA|6100001|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1184|SSNDAD9DFDF0C8A|VB-S1184|Tomer|Azulai|19650216|84 Herzl St|Tel Aviv|TA|6100001|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1185|SSN8AFA427B62FA|VB-E1185|David|Haddad|19880108|83 Allenby|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1185|SSN5F8E8229C5DE|VB-S1185|David|Haddad|19991016|83 Allenby|Rishon LeZion|RL|7530006|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1185|SSN3FD8A78DBA2B|VB-D1185-01|Adam|Haddad|20080222|83 Allenby|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1185|SSNCED7016B513C|VB-D1185-02|Lior|Haddad|20120919|83 Allenby|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1185|SSNAF458448695F|VB-D1185-03|Hila|Haddad|20080328|83 Allenby|Rishon LeZion|RL|7530006|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1186|SSN8D1218066902|VB-S1186|Nadav|Azulai|19791118|3 Ben Yehuda|Haifa|HA|3320004|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1186|SSN7BCCF3BA88D0|VB-D1186-01|Eli|Azulai|20141205|3 Ben Yehuda|Haifa|HA|3320004|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1187|SSNC1DF8C4F41A6|VB-E1187|Dan|Levi|19610708|93 Jaffa Rd|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1187|SSN9234BDE4B152|VB-D1187-01|Eli|Levi|20140601|93 Jaffa Rd|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1187|SSN670FEAA425C5|VB-D1187-02|Idan|Levi|20120816|93 Jaffa Rd|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1188|SSNBCF89C0E0FA2|VB-E1188|Nina|Mizrahi|19981022|46 Ibn Gabirol|Jerusalem|JM|9100002|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1188|SSN32EFBB248939|VB-S1188|Gadi|Mizrahi|19940526|46 Ibn Gabirol|Jerusalem|JM|9100002|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1188|SSN3D857AF8EEDB|VB-D1188-01|Yasmin|Mizrahi|20090209|46 Ibn Gabirol|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1188|SSN1F0BA98697DF|VB-D1188-02|Sam|Mizrahi|20141226|46 Ibn Gabirol|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1189|SSND54081FC793B|VB-E1189|Maya|Green|19550515|20 King George|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1189|SSN31133A8EE798|VB-S1189|Adam|Green|19610303|20 King George|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1190|SSN8F45BBEAC837|VB-E1190|Tal|Biton|19610103|56 Rothschild|Jerusalem|JM|9100002|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1190|SSNF93CABE6A474|VB-S1190|Liam|Biton|19931026|56 Rothschild|Jerusalem|JM|9100002|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1190|SSN0BF9FB3DC148|VB-D1190-01|Eli|Biton|20140110|56 Rothschild|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1190|SSND5769E090E38|VB-D1190-02|Nina|Biton|20140224|56 Rothschild|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1190|SSNE38FF793BAA1|VB-D1190-03|Matan|Biton|20160419|56 Rothschild|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1191|SSN9BC13E06C302|VB-E1191|Adam|Friedman|19720805|22 King George|Petah Tikva|PT|4950007|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1191|SSN13E1CE81FD5A|VB-S1191|Nina|Friedman|19720710|22 King George|Petah Tikva|PT|4950007|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1191|SSN43B7DEC7B6DF|VB-D1191-01|Yael|Friedman|20090609|22 King George|Petah Tikva|PT|4950007|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1191|SSNBD1F1E446826|VB-D1191-02|Yasmin|Friedman|20151020|22 King George|Petah Tikva|PT|4950007|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1192|SSN602861E95F97|VB-E1192|Ava|Azulai|19761013|59 Jaffa Rd|Jerusalem|JM|9100002|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1192|SSN7AFDE280601E|VB-D1192-01|Eli|Azulai|20150614|59 Jaffa Rd|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1193|SSNDB4C05A5D7F8|VB-E1193|Shira|Peretz|19850606|77 Dizengoff|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1193|SSNCD324465285A|VB-D1193-02|Idan|Peretz|20151026|77 Dizengoff|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1194|SSN3F4A9CAE88CB|VB-E1194|Yoni|Azulai|19780219|42 King George|Jerusalem|JM|9100002|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1194|SSNA89233A26CE6|VB-S1194|Ron|Azulai|19661125|42 King George|Jerusalem|JM|9100002|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1194|SSN41636ED938F2|VB-D1194-01|Ron|Azulai|20081215|42 King George|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1194|SSN028767A81335|VB-D1194-02|Tomer|Azulai|20110826|42 King George|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1195|SSNC060FC9EF10D|VB-E1195|Yoni|Biton|19980805|89 Jaffa Rd|Haifa|HA|3320004|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1195|SSN7EC4B0FDF2D5|VB-S1195|Yasmin|Biton|19711105|89 Jaffa Rd|Haifa|HA|3320004|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1196|SSNC193C7175C9A|VB-S1196|Lior|Golan|19990718|55 King George|Netanya|NT|4230008|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1196|SSN932C1A70C81F|VB-D1196-01|Noa|Golan|20131226|55 King George|Netanya|NT|4230008|dependent|ULTRA|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1197|SSNA3E132B36C4C|VB-E1197|Yasmin|Adler|19651120|77 Jaffa Rd|Petah Tikva|PT|4950007|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1197|SSN53A727C4A5C0|VB-S1197|Idan|Adler|19981113|77 Jaffa Rd|Petah Tikva|PT|4950007|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1197|SSN0EB80476B796|VB-D1197-01|Gadi|Adler|20130704|77 Jaffa Rd|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1197|SSN0DBE7A2F9A8C|VB-D1197-02|Ava|Adler|20090508|77 Jaffa Rd|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1197|SSNB30529124762|VB-D1197-03|Tal|Adler|20160919|77 Jaffa Rd|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1198|SSNF07AE3FF2F06|VB-E1198|Leah|Ben-David|20041119|74 Ben Yehuda|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1198|SSN19248C0A2C87|VB-S1198|Sam|Ben-David|19770116|74 Ben Yehuda|Netanya|NT|4230008|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1198|SSN67EC83ECEED1|VB-D1198-01|Maya|Ben-David|20120703|74 Ben Yehuda|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1199|SSNAE72F717758D|VB-E1199|Eli|Ben-David|20050417|94 Dizengoff|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1199|SSNAF8A309819E6|VB-S1199|Yael|Ben-David|19610824|94 Dizengoff|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1199|SSNC0A95F1EB9FD|VB-D1199-01|Tomer|Ben-David|20150603|94 Dizengoff|Tel Aviv|TA|6100001|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1200|SSNFC9EB9BDAE4E|VB-S1200|Iris|Hazan|19700906|6 Jaffa Rd|Haifa|HA|3320004|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1200|SSN69A80608CBD0|VB-D1200-01|Ron|Hazan|20100618|6 Jaffa Rd|Haifa|HA|3320004|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1200|SSN5D264DF1EEEE|VB-D1200-02|Nina|Hazan|20150426|6 Jaffa Rd|Haifa|HA|3320004|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1201|SSND4C7FE5E221E|VB-S1201|Omar|Biton|19831014|81 Dizengoff|Rishon LeZion|RL|7530006|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1202|SSND551D5965767|VB-E1202|Gadi|Green|19910226|1 Ben Yehuda|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1202|SSN788C0C0C870C|VB-D1202-01|Zoe|Green|20130607|1 Ben Yehuda|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1202|SSNAECA4924A7F1|VB-D1202-02|Itai|Green|20090522|1 Ben Yehuda|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1203|SSN88A9FA733085|VB-E1203|Shira|Azulai|19920212|68 Allenby|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1203|SSN40A7ED94BA0F|VB-S1203|Itai|Azulai|19940327|68 Allenby|Rishon LeZion|RL|7530006|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1204|SSNEC051745372F|VB-E1204|Nadav|Green|19980311|91 HaNassi|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1204|SSNACD64FF5F628|VB-S1204|Rina|Green|19620312|91 HaNassi|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1204|SSND53FC993D076|VB-D1204-01|Tomer|Green|20100913|91 HaNassi|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1205|SSNF00A215F9A24|VB-E1205|Nina|Mizrahi|19861118|77 Dizengoff|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1205|SSN02FB9B82C8F4|VB-S1205|Idan|Mizrahi|19660906|77 Dizengoff|Rishon LeZion|RL|7530006|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1205|SSN8CD4EA03B5CE|VB-D1205-02|Eli|Mizrahi|20151002|77 Dizengoff|Rishon LeZion|RL|7530006|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1206|SSN7C1FA9660BF4|VB-E1206|Sarah|Azulai|19900921|2 Rothschild|Haifa|HA|3320004|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1206|SSN0D128AE474CF|VB-S1206|Hila|Azulai|19860723|2 Rothschild|Haifa|HA|3320004|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1207|SSNA3E03B13DFF4|VB-E1207|Ava|Kaplan|19730109|63 Dizengoff|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1207|SSN4134B4774E08|VB-S1207|Rina|Kaplan|19650819|63 Dizengoff|Rishon LeZion|RL|7530006|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1207|SSNFA53ABA32D6E|VB-D1207-01|Iris|Kaplan|20150917|63 Dizengoff|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1207|SSN0EAE93959E7D|VB-D1207-02|Maya|Kaplan|20090525|63 Dizengoff|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1208|SSN27259FE7DEF5|VB-E1208|Noa|Ben-David|19890414|47 Ibn Gabirol|Petah Tikva|PT|4950007|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1208|SSN6A9EF5CBF3AC|VB-S1208|Sarah|Ben-David|19960410|47 Ibn Gabirol|Petah Tikva|PT|4950007|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1208|SSN151780949FD1|VB-D1208-01|David|Ben-David|20080809|47 Ibn Gabirol|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1208|SSN2DBF7FD495CC|VB-D1208-03|Maya|Ben-David|20110426|47 Ibn Gabirol|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1209|SSN44B8417D7128|VB-E1209|Shira|Hazan|19820320|76 Allenby|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1209|SSNA4E733E55C92|VB-S1209|Omar|Hazan|20070426|76 Allenby|Netanya|NT|4230008|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1210|SSND0028476A8E9|VB-E1210|Shira|Weiss|19650623|73 Allenby|Tel Aviv|TA|6100001|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1210|SSN7ADDFF2B7055|VB-S1210|Nadav|Weiss|19720922|73 Allenby|Tel Aviv|TA|6100001|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1210|SSN9E7CA0164011|VB-D1210-01|Sarah|Weiss|20090325|73 Allenby|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
